invoice_id,store_name,store_num,deli_retail,total,signature,signed_by,check_number,notes
5110607,Speedway Morgan Park,44612,Retail,$139.70,5110607.Signature.191723.png,Grace,,
5110608,Korner Store Lincoln Park,800,Retail,$246.00,5110608.Signature.195443.png,Lea,,
5111001,Speedway Hermantown,44610,Retail,$181.80,5111001.Signature.161842.png,Teresa,,Exchanged terry with honey bbq (terry not selling)
5111002,Twig Store,,Retail,$301.20,5111002.Signature.164827.png,Linda,17539,
5111003,Wild Experience Hunting Preserve,,Retail,$418.00,5111003.Signature.174202.png,John,2458,
5111004,Lucky Seven Floodwood,33,Deli,$159.85,5111004.Signature.181506.png,Joe,,
5111005,Lucky Seven Swan River,24,Deli,$834.00,5111005.Signature.190955.png,Karen,,
5111006,Lucky Seven Swan River,24,Retail,$255.00,5111006.Signature.191040.png,Karen,,
5111007,Lucky Seven Grand Rapids West,30,Retail,$40.00,5111007.Signature.194458.png,Braxton,,
5111008,Lucky Seven Grand Rapids East,22,Deli,$111.20,5111008.Signature.195718.png,Drew,,
5111009,Lucky Seven Nashwauk,26,Retail,$57.00,5111009.Signature.202748.png,Theresa,,
5111010,Lucky Seven Nashwauk,26,Deli,$55.60,5111010.Signature.202820.png,Theresa,,
5111011,Lucky Seven Hibbing Y,15,Retail,$187.60,5111011.Signature.210525.png,Brittany,,
5111012,Korner Store Chisholm,200,Retail,$149.70,5111012.Signature.213105.png,Tyra,,
5111013,Jubilee Chisholm,,Retail,$23.80,5111013.Signature.214347.png,Jack,Cash,
5111014,Lucky Seven Chisholm,6,Deli,$111.20,5111014.Signature.215427.png,Zacc,,
5111015,Lucky Seven Biwabik,1,Deli,$166.80,5111015.Signature.224355.png,John,,
5111016,Lucky Seven Aurora,13,Deli,$166.80,5111016.Signature.225509.png,David,,
5111017,Lucky Seven Hoyt Lakes,10,Deli,$111.20,5111017.Signature.231026.png,Thomas,,
5111101,Dawghouse Canyon,,Retail,$111.20,5111101.Signature.161339.png,Nick,10355,
5111102,Speedway Cotton,44614,Retail,$111.40,5111102.Signature.163351.png,Jason,,
5111103,Short Stop Townline,26,Retail,$272.60,5111103.Signature.171046.png,Ben,,
5111104,Ely Lake Short Stop,6,Retail,$139.00,5111104.Signature.173425.png,,,
5111105,Short Stop Eveleth,18,Retail,$228.80,5111105.Signature.180226.png,April,,
5111106,Lucky Seven International Falls,46,Deli,"$1,390.00",5111106.Signature.202728.png,John,,
5111107,Lucky Seven International Falls,46,Retail,$539.75,5111107.Signature.202651.png,John,,
5111108,Lucky Seven Cook,2,Retail,$47.40,5111108.Signature.220229.png,Matt,,
5111109,Short Stop Cook,,Retail,$133.65,5111109.Signature.223348.png,Caleb,,
5111110,"Lucky Seven Virginia, Hoover Rd",5,Deli,$889.60,5111110.Signature.233213.png,AJ,,
5111111,"Lucky Seven Virginia, Hoover Rd",5,Retail,$27.80,5111111.Signature.233137.png,AJ,,
5111112,Short Stop Virginia,5,Retail,$99.00,5111112.Signature.234916.png,Janet,,
5111201,Caywood Saginaw,,Retail,$99.00,5111201.Signature.154359.png,Sheila,,
5111202,Korner Store Cloquet,500,Retail,$69.45,5111202.Signature.161745.png,Amanda,,
5111203,Super One Cloquet,571,Retail,$27.20,5111203.Signature.163419.png,Kirk,,
5111204,Cromwell Store VP,,Retail,$281.10,5111204.Signature.172020.png,,,
5111205,Ukura's Big Dollar,,Retail,$233.10,5111205.Signature.182710.png,Mike,6621,
5111206,Korner Store Sturgeon Lake,,Retail,$332.90,5111206.Signature.201021.png,Warren,,
5111207,Lucky Seven Barnum,34,Retail,$267.45,5111207.Signature.205117.png,Troy,,
5111208,Lucky Seven Barnum,34,Deli,$389.20,5111208.Signature.205152.png,Troy,,
5111209,Caywood Carlton,,Retail,$23.80,5111209.Signature.212228.png,Marcus,,
5111210,Third Base,,Retail,$198.55,5111210.Signature.213521.png,Chrystal,8143,
5111211,Caywood Esko,,Retail,$221.35,5111211.Signature.215933.png,Alexis,,
5111212,Korner Store Gary South,2,Retail,$51.60,5111212.Signature.222252.png,Daniel,,
5111213,Korner Store Gary North,1,Retail,$39.00,5111213.Signature.223109.png,Cade,,
5111214,Speedway Morgan Park,44612,Retail,$200.15,5111214.Signature.225655.png,Maceo,,
5111215,Duluth Tap Exchange,,Retail,$55.60,5111215.Signature.232152.png,Logan,,
5111216,Korner Store Lincoln Park,800,Retail,$175.60,5111216.Signature.233456.png,Lea,,
5111217,Reef,,Retail,$111.20,5111217.Signature.235443.png,Ricky,11814,
5111218,Speedway University,44616,Retail,$23.80,5111218.Signature.000912.png,Mike,,
5111219,Woodland Short Stop,,Retail,$110.40,5111219.Signature.002407.png,Christian,,
5111220,Stokkes Lakewood,,Retail,$480.20,5111220.Signature.005227.png,Cyenna,,
5111301,Stokkes Adolph,,Retail,$313.40,5111301.Signature.163838.png,Kendra,,
5111302,Proctor Hockey Arena,,Retail,$621.60,,,,
5111303,Lucky Seven Proctor,32,Retail,$55.60,5111303.Signature.172535.png,Cayden,,
5111304,American Legion Post,71,Retail,$444.80,,,,
5111305,Speedway 4th Street,44618,Retail,$175.20,5111305.Signature.181917.png,Kenny,,
5111306,Short Stop Central Ent,,Retail,$147.40,5111306.Signature.183759.png,Jamie,,
5111307,Short Stop 9th Street,,Retail,$113.25,5111307.Signature.190121.png,Kaitlyn,,
5111308,Super One Kenwood,458,Retail,$190.40,5111308.Signature.191709.png,Kevin,,
5111601,Lucky Seven Osceola,44,Deli,$278.00,5111601.Signature.183239.png,Wendy,,
5111602,Lucky Seven Webster,41,Deli,$444.80,5111602.Signature.205259.png,Lisa,,
5111603,Lucky Seven Cushing,42,Deli,$333.60,5111603.Signature.173923.png,Brenda,,
5111604,Lucky Seven Cushing,42,Retail,$317.60,5111604.Signature.173830.png,Brenda,,
5111605,Lucky Seven Grantsburg,39,Deli,"$1,779.20",,,,
5111606,Lucky Seven Grantsburg,39,Retail,$111.20,5111606.Signature.170131.png,Renee,,
5111607,Lucky Seven Luck,40,Deli,$222.40,5111607.Signature.200922.png,Pervis,,
5111608,Lucky Seven Luck,40,Retail,$214.40,5111608.Signature.200724.png,,,
5111609,Lucky Seven Minong,36,Deli,$444.80,5111609.Signature.221523.png,Candy,,
5111610,Lucky Seven Minong,36,Retail,$394.20,5111610.Signature.221412.png,Candy,,
5111701,Chris's Food Center Sandstone,,Retail,$23.80,5111701.Signature.153905.png,Dean,,
5111702,Lucky Seven Hinckley,37,Deli,$222.40,5111702.Signature.160414.png,Kirsten,,
5111703,Korner Store Superior,300,Retail,$23.80,5111703.Signature.230323.png,Michelle,,
5111704,Super One East Superior,577,Retail,$81.60,5111704.Signature.231339.png,Mark,,
5111705,Tap On Tower,,Retail,$55.60,,,,
5111706,Super One Superior,530,Retail,$81.60,5111706.Signature.235005.png,Beth,,
5111707,Super One West Duluth,565,Retail,$81.60,5111707.Signature.000653.png,Mel,,
5111801,Caywood Saginaw,,Retail,$47.85,5111801.Signature.151508.png,Sheila,,
5111802,Speedway Floodwood,44613,Retail,$47.60,5111802.Signature.154303.png,Heith,,
5111803,Lucky Seven Floodwood,33,Deli,$278.00,5111803.Signature.161642.png,Joe,,
5111804,Lucky Seven Floodwood,33,Retail,$111.20,5111804.Signature.161531.png,Joe,,
5111805,Lucky Seven Swan River,24,Deli,"$1,000.80",5111805.Signature.170946.png,Karen,,
5111806,Lucky Seven Swan River,24,Retail,$94.80,5111806.Signature.170853.png,Mel,,
5111807,Lucky Seven Grand Rapids West,30,Deli,$222.40,5111807.Signature.175849.png,Sierra,,
5111808,Super One Grand Rapids,515,Retail,$27.20,5111808.Signature.181746.png,Daniel,,
5111809,Lucky Seven Grand Rapids East,22,Retail,$57.00,5111809.Signature.184011.png,Drew,,
5111810,Lucky Seven Grand Rapids East,22,Deli,$333.60,5111810.Signature.184049.png,Drew,,
5111811,Lucky Seven Nashwauk,26,Deli,$166.80,5111811.Signature.191716.png,Rene,,
5111812,Lucky Seven Hibbing Y,15,Retail,$151.80,5111812.Signature.200002.png,Chloe,,
5111813,Lucky Seven Hibbing Y,15,Deli,$278.00,5111813.Signature.195912.png,Chloe,,
5111814,Super One Hibbing,525,Retail,$81.60,5111814.Signature.203228.png,Emily,,
5111815,Korner Store Chisholm,200,Retail,$27.80,5111815.Signature.205516.png,Brandy,,
5111816,Lucky Seven Chisholm,6,Retail,$55.60,5111816.Signature.211334.png,Tina,,
5111817,Lucky Seven Chisholm,6,Deli,$222.40,5111817.Signature.211417.png,Dave,,
5111818,Short Stop Cook,,Retail,$27.00,5111818.Signature.221337.png,Collin,,
5111819,Lucky Seven Ely,11,Deli,$55.60,5111819.Signature.233754.png,Aleks,,
5111820,Lucky Seven Ely,11,Retail,$41.70,5111820.Signature.233654.png,Aleks,,Switched out case of Italian  for Taco (Italian wasn't selling)
5111821,Lucky Seven Aurora,13,Deli,$111.20,5111821.Signature.005402.png,David,,
5111822,Lucky Seven Aurora,13,Retail,$139.00,5111822.Signature.005552.png,David,,
5111823,Lucky Seven Hoyt Lakes,10,Deli,$166.80,5111823.Signature.011033.png,Thomas,,
5111824,Lucky Seven Biwabik,1,Deli,$55.60,5111824.Signature.013533.png,John,,
5111825,Lucky Seven Biwabik,1,Retail,$166.80,5111825.Signature.013611.png,John,,
5111901,Twig Store,,Retail,$79.40,5111901.Signature.164524.png,David,1804,
5111902,Speedway Cotton,44614,Retail,$40.00,5111902.Signature.171354.png,Jason,,
5111903,Short Stop Virginia,5,Retail,$47.40,5111903.Signature.182442.png,Vicki,,
5111904,Short Stop Mt Iron,,Retail,$47.40,5111904.Signature.185350.png,Rhoda,,
5111905,"Lucky Seven Virginia, Hoover Rd",5,Retail,$20.85,5111905.Signature.191650.png,Nikki,,
5111906,"Lucky Seven Virginia, Hoover Rd",5,Deli,$55.60,5111906.Signature.191718.png,Nikki,,
5111907,Super One Virginia North,459,Retail,$20.40,5111907.Signature.193035.png,Joe,,
5111908,Super One Two Harbors,528,Retail,$54.40,5111908.Signature.210653.png,Chaz,,
5111909,Stokkes Lakewood,,Retail,$173.20,5111909.Signature.215747.png,Cienna,,
5111910,Super One Miller Hill,576,Retail,$163.20,5111910.Signature.223343.png,Justin,,
5111911,Speedway Hermantown,44610,Retail,$32.85,5111911.Signature.230042.png,Tristen,,Switched out Taco grinder for Italian - taco wasn't selling for them
5111912,Super One Pike Lake,571,Retail,$27.20,5111912.Signature.232407.png,Ryan,,
5112001,Stokkes Adolph,,Retail,$194.80,5112001.Signature.172717.png,Kendra,,
5112002,Proctor Hockey Arena,,Retail,$366.40,,,,
5112003,Lucky Seven Proctor,32,Deli,$111.20,5112003.Signature.185314.png,Cayden,,
5112004,Lucky Seven Proctor,32,Retail,$23.80,5112004.Signature.185246.png,Cayden,,
5112005,Korner Store Gary North,1,Retail,$27.80,5112005.Signature.191808.png,Cade,,
5112006,Korner Store Gary South,2,Retail,$136.40,5112006.Signature.193334.png,Daniel,,
5112007,Speedway Morgan Park,44612,Retail,$149.75,5112007.Signature.195844.png,Becky,,
5112008,Korner Store Lincoln Park,800,Retail,$150.80,5112008.Signature.203323.png,Lea,,
5112009,Speedway 4th Street,44618,Retail,$207.60,5112009.Signature.205950.png,Trudy,,
5112010,Short Stop Central Ent,,Retail,$23.80,5112010.Signature.211325.png,Jamie,,
5112011,Short Stop 9th Street,,Retail,$23.80,5112011.Signature.212413.png,Matt,,
5112012,Reef,,Retail,$150.90,5112012.Signature.214633.png,Dane,11833,
5112401,Caywood Saginaw,,Retail,$126.50,5112401.Signature.151214.png,Sheila,,Switched out Tery for jalo
5112402,Wild Experience Hunting Preserve,,Retail,$69.00,5112402.Signature.155831.png,Dar,2462,
5112403,Speedway Floodwood,44613,Retail,$20.00,5112403.Signature.161948.png,Ben,,
5112404,Lucky Seven Floodwood,33,Deli,$166.80,5112404.Signature.163452.png,Dave,,
5112405,Lucky Seven Floodwood,33,Retail,$55.60,5112405.Signature.163407.png,Dave,,
5112406,Lucky Seven Swan River,24,Retail,$186.80,5112406.Signature.175505.png,James,,
5112407,Lucky Seven Swan River,24,Deli,$667.20,5112407.Signature.175424.png,James,,
5112408,Lucky Seven Grand Rapids West,30,Retail,$35.00,5112408.Signature.184057.png,Jevohn,,
5112409,Lucky Seven Grand Rapids East,22,Retail,$90.00,5112409.Signature.190002.png,Hayven,,
5112410,Lucky Seven Grand Rapids East,22,Deli,$55.60,5112410.Signature.190156.png,Emily,,
5112411,Lucky Seven Nashwauk,26,Deli,$55.60,5112411.Signature.193933.png,Rene,,
5112412,Lucky Seven Nashwauk,26,Retail,$114.25,5112412.Signature.193854.png,Rene,,
5112413,Lucky Seven Hibbing Y,15,Retail,$253.25,5112413.Signature.203030.png,Tammy,,
5112414,Lucky Seven Hibbing Y,15,Deli,$278.00,5112414.Signature.203052.png,Tammy,,
5112415,Korner Store Chisholm,200,Retail,$28.50,5112415.Signature.205558.png,Kaius,,
5112416,Jubilee Chisholm,,Retail,$95.20,5112416.Signature.210752.png,Jade,Cash,
5112417,Lucky Seven Chisholm,6,Retail,$22.50,5112417.Signature.212420.png,Zacc,,
5112418,Lucky Seven Chisholm,6,Deli,$111.20,5112418.Signature.212455.png,Zacc,,
5112419,Short Stop Cook,,Retail,$122.75,5112419.Signature.222337.png,Rogelio,,
5112420,Lucky Seven Cook,2,Retail,$0.00,,,,
5112421,The Y Store,,Retail,$144.80,5112421.Signature.231000.png,Peter,,
5112422,Lucky Seven Aurora,13,Deli,$166.80,5112422.Signature.235739.png,Dave,,
5112423,Lucky Seven Aurora,13,Retail,$27.80,5112423.Signature.235701.png,Dave,,
5112424,Lucky Seven Hoyt Lakes,10,Deli,$166.80,5112424.Signature.001526.png,Thomas,,
5112501,Speedway Cotton,44614,Retail,$109.25,5112501.Signature.170939.png,Brandon,,
5112502,Short Stop Townline,26,Retail,$554.50,5112502.Signature.174625.png,Ben,,
5112503,Ely Lake Short Stop,6,Retail,$72.75,5112503.Signature.180907.png,,,
5112504,Short Stop Eveleth,18,Retail,$235.00,5112504.Signature.183514.png,Parley,,
5112505,Short Stop Virginia,5,Retail,$138.00,5112505.Signature.190841.png,Rene,,
5112506,Short Stop Mt Iron,,Retail,$151.80,5112506.Signature.200814.png,Tammy,,
5112507,"Lucky Seven Virginia, Hoover Rd",5,Retail,$117.40,5112507.Signature.203012.png,Nikki,,
5112508,"Lucky Seven Virginia, Hoover Rd",5,Deli,$278.00,5112508.Signature.203105.png,Nikki,,
5112509,Twig Store,,Retail,$359.75,5112509.Signature.215143.png,Linda,1818,
5112510,Speedway Hermantown,44610,Retail,$120.00,5112510.Signature.220709.png,Hannah,,
5112511,Short Stop 9th Street,,Retail,$33.55,5112511.Signature.223834.png,John,,
5112512,Reef,,Retail,$121.10,5112512.Signature.225738.png,Dane,11842,
5112513,Woodland Short Stop,,Retail,$43.80,5112513.Signature.232011.png,Christian,,
5112514,Stokkes Lakewood,,Retail,$440.60,5112514.Signature.234706.png,Eliana,,
5112701,Korner Store Cloquet,500,Retail,$186.60,5112701.Signature.150734.png,,,
5112702,Lucky Seven Cloquet,31,Retail,$20.85,5112702.Signature.151746.png,Jared,,
5112703,Super One Cloquet,571,Retail,$217.60,5112703.Signature.152711.png,Kirk,,
5112704,Cromwell Store VP,,Retail,$471.10,5112704.Signature.162718.png,Heather,,
5112705,Ukura's Big Dollar,,Retail,$237.10,5112705.Signature.171303.png,Zerek,6626,
5112706,Korner Store Sturgeon Lake,,Retail,$150.60,5112706.Signature.183821.png,Robert,,
5112707,Lucky Seven Barnum,34,Retail,$166.00,5112707.Signature.190837.png,Michael,,
5112708,Caywood Carlton,,Retail,$23.80,5112708.Signature.193031.png,Marcus,,
5112709,Third Base,,Retail,$156.05,5112709.Signature.194204.png,Hope,8166,
5112710,Caywood Esko,,Retail,$119.40,5112710.Signature.200624.png,Chay,,
5112711,Korner Store Gary South,2,Retail,$92.25,5112711.Signature.203426.png,,,
5112712,Speedway Morgan Park,44612,Retail,$443.85,5112712.Signature.211342.png,Maceo,,
5112713,Korner Store Lincoln Park,800,Retail,$227.55,5112713.Signature.214457.png,Calvin,,
5112714,Speedway 4th Street,44618,Retail,$255.20,5112714.Signature.220752.png,Derek,,
5120101,Caywood Saginaw,,Retail,$97.55,5120101.Signature.153545.png,Sheila,,
5120102,Wild Experience Hunting Preserve,,Retail,$125.10,5120102.Signature.162329.png,Dar,2465,
5120103,Speedway Floodwood,44613,Retail,$59.50,5120103.Signature.164513.png,Ben,,
5120104,Lucky Seven Floodwood,33,Deli,$55.60,5120104.Signature.171211.png,Sadie,,
5120105,Lucky Seven Floodwood,33,Retail,$301.80,5120105.Signature.171122.png,Sadie,,
5120106,Lucky Seven Swan River,24,Deli,$556.00,5120106.Signature.181250.png,Karen,,
5120107,Super One Grand Rapids North,520,Retail,$81.60,5120107.Signature.184643.png,Nick,,
5120108,Lucky Seven Grand Rapids West,30,Retail,$55.60,5120108.Signature.190708.png,Sierra,,
5120109,Lucky Seven Grand Rapids East,22,Deli,$222.40,5120109.Signature.193928.png,Emily,,
5120110,Lucky Seven Hibbing Y,15,Retail,$75.20,5120110.Signature.204956.png,Brittany,,
5120111,Super One Hibbing,525,Retail,$81.60,5120111.Signature.210518.png,Katrina,,
5120112,Korner Store Chisholm,200,Retail,$27.80,5120112.Signature.212515.png,Kaius,,
5120113,Lucky Seven Chisholm,6,Retail,$112.30,5120113.Signature.214818.png,Dave,,
5120114,Lucky Seven Chisholm,6,Deli,$222.40,5120114.Signature.214850.png,Dave,,
5120115,Lucky Seven Aurora,13,Deli,$111.20,5120115.Signature.000332.png,David,,
5120116,Lucky Seven Aurora,13,Retail,$83.40,5120116.Signature.000421.png,Dave,,
5120201,Dawghouse Canyon,,Retail,$55.60,5120201.Signature.145757.png,Siobain,10366,
5120202,Speedway Cotton,44614,Retail,$20.00,5120202.Signature.151539.png,Jason,,
5120203,Ely Lake Short Stop,6,Retail,$75.90,5120203.Signature.160104.png,Brooke,,
5120204,Short Stop Eveleth,18,Retail,$107.40,5120204.Signature.163007.png,Parley,,
5120205,Short Stop Virginia,5,Retail,$104.40,5120205.Signature.170242.png,Richard,,
5120206,Super One Virginia,509,Retail,$81.60,5120206.Signature.171456.png,Rick,,
5120207,Short Stop Express Virginia,,Retail,$91.90,5120207.Signature.173655.png,Shari,,
5120208,"Lucky Seven Virginia, Hoover Rd",5,Deli,$333.60,5120208.Signature.180236.png,Nikki,,
5120209,"Lucky Seven Virginia, Northside",9,Retail,$159.30,5120209.Signature.182931.png,Mike,,
5120301,South Ridge School,,Retail,$285.60,,,,
5120302,Stokkes Adolph,,Retail,$452.40,5120302.Signature.174739.png,Kendra,,
5120303,Powerhouse Bar,,Retail,$48.65,5120303.Signature.180839.png,Dick,30537,
5120304,Proctor Hockey Arena,,Retail,$327.20,,,,
5120305,Lucky Seven Proctor,32,Retail,$190.40,5120305.Signature.184147.png,Cayden,,
5120306,Speedway Morgan Park,44612,Retail,$41.70,5120306.Signature.191504.png,Emily,,
5120307,Korner Store Gary North,1,Retail,$159.80,5120307.Signature.193644.png,Cade,,
5120308,Nemadji Golf Course,,Retail,$190.40,5120308.Signature.200500.png,Brian,,
5120309,Super One East Superior,577,Retail,$108.80,5120309.Signature.202346.png,Anna,,
5120310,Average Joes,,Retail,$47.60,5120310.Signature.204025.png,Emily,,
5120311,Super One Superior,530,Retail,$40.80,5120311.Signature.210330.png,Steve,,
5120312,Duluth Tap Exchange,,Retail,$55.60,,,,
5120313,Speedway 4th Street,44618,Retail,$87.60,5120313.Signature.214340.png,Kenny,,
5120314,Short Stop 9th Street,,Retail,$119.75,5120314.Signature.220233.png,Tim,,
5120315,Reef,,Retail,$69.50,5120315.Signature.222312.png,Rachel,11844,
5120316,Super One Kenwood,458,Retail,$54.40,5120316.Signature.224046.png,Madylin,,
5120317,Woodland Short Stop,,Retail,$26.00,5120317.Signature.230127.png,,,
5120318,Stokkes Lakewood,,Retail,$441.45,5120318.Signature.233046.png,Cienna,,
5120801,Hermantown Hockey Arena,,Retail,$262.40,,,,
5120802,Lucky Seven Cushing,42,Deli,$333.60,5120802.Signature.183440.png,Mary,,
5120803,Lucky Seven Cushing,42,Retail,$214.40,5120803.Signature.183401.png,Mary,,
5120804,Lucky Seven Grantsburg,39,Deli,"$1,668.00",5120804.Signature.180117.png,Connie,,
5120805,Lucky Seven Grantsburg,39,Retail,$111.20,5120805.Signature.180023.png,Connie,,
5120806,Lucky Seven Osceola,44,Deli,$389.20,5120806.Signature.193502.png,Corinna,,
5120807,Lucky Seven Balsam Lake,43,Deli,"$1,946.00",5120807.Signature.204343.png,Mack,,
5120808,Lucky Seven Balsam Lake,43,Retail,$514.30,5120808.Signature.204413.png,Mack,,
5120809,Lucky Seven Webster,41,Deli,$889.60,5120809.Signature.221805.png,Evan,,
5120810,Lucky Seven Webster,41,Retail,$187.65,5120810.Signature.221735.png,Evan,,
5120811,Lucky Seven Minong,36,Deli,"$1,334.40",5120811.Signature.233809.png,Cooper,,
5120812,Lucky Seven Minong,36,Retail,$83.40,5120812.Signature.233844.png,Cooper,,
5120813,Lucky Seven Luck,40,Deli,$945.20,5120813.Signature.211801.png,Mitch,,
5120814,Lucky Seven Luck,40,Retail,$55.60,5120814.Signature.211846.png,Macie,,
5121101,Chris's Food Center Sandstone,,Retail,$71.40,5121101.Signature.160550.png,Roxanne,,
5121102,Lucky Seven Hinckley,37,Deli,$493.45,5121102.Signature.164521.png,Kirsten,,
5121103,Lucky Seven Hinckley,37,Retail,$0.00,5121103.Signature.164441.png,Kirsten,,
5121104,Lucky Seven Osceola,44,Retail,$0.00,5121104.Signature.193426.png,Corinna,,
5121105,Korner Store Superior,300,Retail,$161.75,5121105.Signature.003951.png,Michelle,,
5121106,Super One East Superior,577,Retail,$170.00,5121106.Signature.005532.png,Allen,,
5121107,Super One Superior,530,Retail,$108.80,5121107.Signature.012036.png,Shannon,,
5121108,Super One West Duluth,565,Retail,$136.00,5121108.Signature.014446.png,Mel,,
5121201,Wild Experience Hunting Preserve,,Retail,$111.20,5121201.Signature.154015.png,John,2469,
5121202,Speedway Floodwood,44613,Retail,$20.00,5121202.Signature.163509.png,Ben,,
5121203,Lucky Seven Floodwood,33,Deli,$444.80,5121203.Signature.165756.png,Joe,,
5121204,Lucky Seven Floodwood,33,Retail,$111.20,5121204.Signature.165827.png,Joe,,
5121205,Lucky Seven Swan River,24,Deli,"$1,056.40",5121205.Signature.174859.png,Karen,,
5121206,Lucky Seven Swan River,24,Retail,$221.30,5121206.Signature.174829.png,Karen,,
5121207,Super One Grand Rapids North,520,Retail,$20.40,5121207.Signature.183000.png,Brian,,
5121208,Lucky Seven Grand Rapids West,30,Retail,$47.80,5121208.Signature.184926.png,Logan,,
5121209,Lucky Seven Grand Rapids West,30,Deli,$166.80,5121209.Signature.185004.png,Logan,,
5121210,Super One Grand Rapids,515,Retail,$61.20,5121210.Signature.191042.png,Kody,,
5121211,Lucky Seven Grand Rapids East,22,Retail,$166.80,5121211.Signature.194812.png,Drew,,
5121212,Lucky Seven Grand Rapids East,22,Deli,$389.20,5121212.Signature.194846.png,Drew,,
5121213,South Ridge School,,Retail,$285.60,,,,
5121214,Lucky Seven Nashwauk,26,Deli,$55.60,5121214.Signature.202619.png,Lynne,,
5121215,Lucky Seven Nashwauk,26,Retail,$222.65,5121215.Signature.202527.png,Theresa,,
5121216,Lucky Seven Hibbing Y,15,Retail,$127.00,5121216.Signature.210856.png,Chloe,,
5121217,Lucky Seven Hibbing Y,15,Deli,$333.60,5121217.Signature.211011.png,Chloe,,
5121218,Super One Hibbing,525,Retail,$108.80,5121218.Signature.212822.png,Moneque,,
5121219,Korner Store Chisholm,200,Retail,$103.05,5121219.Signature.215641.png,Leonard,,
5121220,Lucky Seven Chisholm,6,Retail,$166.80,5121220.Signature.221257.png,Luke,,
5121221,Lucky Seven Chisholm,6,Deli,$111.20,5121221.Signature.221326.png,Luke,,
5121222,Lucky Seven Cook,2,Deli,$111.20,5121222.Signature.232402.png,Nahvaya,,
5121223,Lucky Seven Cook,2,Retail,$110.90,5121223.Signature.232312.png,Nahvaya,,
5121224,Short Stop Cook,,Retail,$17.40,5121224.Signature.233356.png,Collin,,
5121225,The Y Store,,Retail,$118.15,5121225.Signature.001333.png,S Petersen,,
5121226,Lucky Seven Ely,11,Retail,$274.00,5121226.Signature.011042.png,Mike,,
5121227,Lucky Seven Ely,11,Deli,$222.40,5121227.Signature.011113.png,Mike,,
5121228,Short Stop Ely Voyageur,66,Retail,$82.50,5121228.Signature.012450.png,Allie,,
5121229,Lucky Seven Aurora,13,Deli,$222.40,5121229.Signature.023752.png,David,,
5121230,Lucky Seven Aurora,13,Retail,$55.60,5121230.Signature.023733.png,David,,
5121231,Lucky Seven Hoyt Lakes,10,Deli,$222.40,5121231.Signature.030027.png,Thomas,,
5121232,Lucky Seven Hoyt Lakes,10,Retail,$55.60,5121232.Signature.025952.png,Thomas,,
5121233,Lucky Seven Biwabik,1,Retail,$128.05,5121233.Signature.032947.png,John,,
5121301,Dawghouse Canyon,,Retail,$111.20,5121301.Signature.173021.png,Greg,10392,
5121302,Speedway Cotton,44614,Retail,$58.80,5121302.Signature.175041.png,Brandon,,
5121303,Short Stop Townline,26,Retail,$270.00,5121303.Signature.182733.png,Orion,,
5121304,Short Stop Eveleth,18,Retail,$96.40,5121304.Signature.191143.png,Zakk,,
5121305,Short Stop Virginia,5,Retail,$57.00,5121305.Signature.194426.png,Rene,,
5121306,"Lucky Seven Virginia, Hoover Rd",5,Deli,$500.40,5121306.Signature.200939.png,Ken,,
5121307,Super One Two Harbors,528,Retail,$129.20,5121307.Signature.215306.png,Tyler,,
5121308,Super One Lakeside,455,Retail,$88.40,5121308.Signature.223004.png,Colten,,
5121309,Stokkes Lakewood,,Retail,$647.00,5121309.Signature.231555.png,Darian,,
5121310,Woodland Short Stop,,Retail,$36.80,5121310.Signature.233054.png,Wyatt,,
5121311,Speedway University,44616,Retail,$11.90,5121311.Signature.234030.png,Maranda,,
5121312,Super One Kenwood,458,Retail,$54.40,5121312.Signature.235409.png,Tina,,
5121313,Super One Miller Hill,576,Retail,$20.40,5121313.Signature.003342.png,Phil,,
5121314,Super One Pike Lake,571,Retail,$74.80,5121314.Signature.005256.png,Neil,,
5121501,Caywood Saginaw,,Retail,$148.30,5121501.Signature.153856.png,Sheila,,
5121502,Korner Store Cloquet,500,Retail,$51.60,5121502.Signature.155833.png,Amanda,,
5121503,Super One Cloquet,571,Retail,$54.40,5121503.Signature.161231.png,Kirk,,
5121504,Cromwell Store VP,,Retail,$47.60,5121504.Signature.170805.png,Cindy,,
5121505,Ukura's Big Dollar,,Retail,$136.85,5121505.Signature.174753.png,Mike,6639,
5121506,KJ's Fresh Market Moose Lake,,Retail,$214.20,5121506.Signature.184319.png,Nathan,,
5121507,Lucky Seven Moose Lake,38,Deli,$55.60,5121507.Signature.191550.png,Ryan,,
5121508,Lucky Seven Moose Lake,38,Retail,$89.30,5121508.Signature.191517.png,Ryan,,
5121509,Korner Store Sturgeon Lake,,Retail,$190.65,5121509.Signature.193641.png,Brittany,,
5121510,Lucky Seven Barnum,34,Retail,$137.95,5121510.Signature.201225.png,Wyatt,,
5121511,Lucky Seven Barnum,34,Deli,$500.40,5121511.Signature.201305.png,Wyatt,,
5121512,Caywood Carlton,,Retail,$37.70,5121512.Signature.203822.png,Izaiah,,
5121513,Third Base,,Retail,$436.00,5121513.Signature.205644.png,Chrystal,8181,Had to switch Shelton Bbq chzbrgr for Stokkes I owe Chrystal $5.00 next visit!
5121514,Caywood Esko,,Retail,$103.20,5121514.Signature.212331.png,Shelby,,
5121515,Proctor Hockey Arena,,Retail,$660.80,,,,
5121516,Lucky Seven Proctor,32,Retail,$27.80,5121516.Signature.222527.png,Carly,,
